1613162436626,73.7044
1613162436676,73.7422
1613162436730,73.7884
1613162436793,73.8365
1613162436968,73.8985
1613162437020,73.9537
1613162437089,73.9949
1613162437219,74.1687
1613162437319,74.2447
1613162437397,74.2117
1613162437456,74.4959
1613162437530,74.4917
1613162437591,74.4856
1613162437634,74.4266
1613162437691,74.4163
1613162437831,74.533
1613162437888,74.5035
1613162437936,74.6419
1613162438091,74.7742
1613162438142,74.6951
1613162438190,74.7911
1613162438243,74.7764
1613162438299,74.837
1613162438447,74.8155
1613162438512,74.6712
1613162438572,74.6963
1613162438630,74.678
1613162438669,74.49
1613162438829,74.5721
1613162438889,74.4622
1613162438994,74.4222
1613162439061,74.3179
1613162439197,74.4007
1613162439343,74.2625
1613162439530,74.1661
1613162439603,74.0857
1613162439742,74.1563
1613162439881,74.0801
1613162439963,74.116
1613162440123,74.2032
1613162440271,73.9173
1613162440400,74.4212
1613162440584,74.5484
1613162440687,74.7474
1613162440837,74.4861
1613162440978,74.491
1613162441103,74.532
1613162441269,74.4178
1613162441384,74.3912
1613162441534,74.4322
1613162441691,74.4834
1613162441862,74.3157
1613162441923,74.3233
1613162442046,74.232
1613162442202,74.1287
1613162442298,74.0179
1613162442394,74.0337
1613162442461,74.0047
1613162442556,74.0469
1613162442660,74.0118
1613162442769,74.0547
1613162442871,74.2356
1613162443036,74.337
1613162443181,74.4222
1613162443388,74.4432
1613162443540,74.4329
1613162443723,74.2461
1613162443859,74.2659
1613162444005,74.2217
1613162444127,74.219
1613162444199,74.3311
1613162444255,74.5511
1613162444394,74.4598
1613162444526,74.4297
1613162444643,74.6224
1613162444730,74.7032
1613162444826,74.8128
1613162444926,74.8714
1613162445003,74.792
1613162445089,74.8216
1613162445147,74.8631
1613162445277,74.7969
1613162445392,74.9124
1613162445453,74.9229
1613162445563,74.7491
1613162445666,74.793
1613162445742,74.679
1613162445826,74.761
1613162445981,74.8304
1613162446090,75.0577
1613162446231,75.17
1613162446369,75.3497
1613162446526,75.1111
1613162446661,74.9681
1613162446819,75.0179
1613162447021,74.7063
1613162447155,74.5271
1613162447300,74.3685
1613162447387,74.2076
1613162447475,74.3118
1613162447567,74.1739
1613162447677,74.19
1613162447850,74.3467
1613162447993,74.2105
1613162448093,74.3006
1613162448188,74.3521
1613162448244,74.4356
